Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Ürün derecelendirmesi sayısı (product.metafields.reviews.rating_count),Alerjen Bilgisi (product.metafields.shopify.allergen-information),Diyet Tercihleri (product.metafields.shopify.dietary-preferences),Fındık Ezmesi Çeşitleri (product.metafields.shopify.nut-butter-variety),Kabuklu yemiş işleme yöntemi (product.metafields.shopify.nut-processing-method),Fındık/Tohum türü (product.metafields.shopify.nut-seed-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
sutlu-findik-kremasi-450-g,Sütlü Fındık Kreması 450 G,"<h2>Sütlü Fındık Kreması 450g - Kremalı Lezzet, Fındık Aroması</h2>
<p><strong>Sütlü fındık kreması</strong>, %100 Türk fındığı ve doğal süt ürünleriyle hazırlanan, yumuşak kıvamlı ve kremsi dokusuyla damakta unutulmaz bir tat bırakan özel bir üründür. Yüksek kaliteli kavrulmuş fındık, süt tozu ve doğal kakao ile hazırlanan kremamız, E vitamini, kalsiyum, protein ve sağlıklı yağlar açısından zengindir.</p>
<p>Kahvaltılarınızı lezzetli hale getiren, enerji deposu olan sütlü fındık kreması, çocuklar ve yetişkinler için sağlıklı bir atıştırmalık alternatifidir. Yapay tatlandırıcı, palm yağı ve trans yağ içermeyen formülüyle ailenizin güvenle tüketebileceği doğal bir lezzettir.</p>
<p>Fındığın beyin ve kalp sağlığına olan faydalarını, sütün kalsiyum ve protein değerini bir arada sunar. Kolay yayılabilir dokusu sayesinde ekmek, kraker, waffle ve tatlılarda pratik kullanım sağlar. Ezmeo olarak, en kaliteli fındık ve doğal malzemelerle ürettiğimiz sütlü fındık kremasını hijyenik koşullarda, cam kavanozda sofralarınıza taşıyoruz.</p>
<h3>Sütlü Fındık Kremasının Faydaları</h3>
<ul>
<li>Yüksek kaliteli Türk fındığından üretilir, doğal fındık aroması içerir</li>
<li>Kalsiyum ve protein deposu, kemik ve kas sağlığını destekler</li>
<li>E vitamini ile cilt ve bağışıklık sistemini güçlendirir</li>
<li>Enerji verir, zihinsel ve fiziksel performansı artırır</li>
<li>Palm yağı ve trans yağ içermez, sağlıklı formül</li>
<li>Çocukların ve yetişkinlerin severek tüketebileceği doğal lezzet</li>
</ul>
<h3>Kullanım Önerileri</h3>
<p>Sütlü fındık kremasını kahvaltıda ekmek, kraker veya galeta üzerine sürebilir, krep ve waffle ile birlikte servis edebilirsiniz.</p>
<p>Meyve dilimleriyle tüketebilir, kek ve kurabiye dolgularında kullanabilirsiniz. Sıcak süt veya kahveye ekleyerek lezzetli içecekler hazırlayabilir, tatlı sosları zenginleştirebilirsiniz. Pancake ve tost tariflerinizde de mükemmel bir seçenektir.</p>
<h3>Ürün Özellikleri</h3>
<ul>
<li>450 gram net ağırlık</li>
<li>%100 Türk fındığı ile üretilir</li>
<li>Doğal süt tozu ve kakao içerir</li>
<li>Palm yağı, trans yağ ve yapay tatlandırıcı içermez</li>
<li>Kremsi ve kolay yayılabilir kıvam</li>
<li>Cam kavanozda hijyenik paket</li>
<li>Açıldıktan sonra buzdolabında saklanmalıdır</li>
<li>Son kullanma tarihi ambalaj üzerinde belirtilmiştir</li>
</ul>
<p>Kahvaltılarınızın vazgeçilmezi <strong>Sütlü Fındık Kreması 450g</strong>'ı hemen sipariş edin, fındık ve sütün eşsiz lezzetini keşfedin!</p>",Ezmeo,"Food, Beverages & Tobacco > Food Items > Nuts & Seeds","","",true,Title,Default Title,,,,,,,,EZMEO-1105,680.0,,deny,manual,241.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/S_tl_f_nd_k_kremas_r_n_ezmeo_markas_na_ait..jpg?v=1764351678,1,Bu görselde sütü fındık kreması sergileniyor. Ezmeo markasına özel üretildi,false,Sütlü Fındık Kreması 450g - Doğal ve Kremalı | Ezmeo,"450g sütlü fındık kreması, %100 Türk fındığı ve doğal süt ile. Palm yağı yok, katkısız lezzet. Kahvaltıların favorisi! Hemen sipariş ver!",,,,,,,,,,,,,,peanuts; nuts; milk,gluten-free; vegan; vegetarian; dairy-free; no-artificial-sweeteners; no-artificial-flavors; no-preservatives,,raw; roasted,peanuts; hazelnuts,,g,,,active
sutlu-findik-kremasi-450-g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/sutlufindikkremasi2.jpg?v=1764351678,2,Ekmek üzerine sürülmüş sütlü fındık kreması kahvaltı masası,,,,,,,,,,,,,,,,,,,,,,,,,,
sutlu-findik-kremasi-450-g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/SUTLU_FINDIK_KREMASI_450_G.jpg?v=1764352216,3,Kaşıkla alınan kremsi sütlü fındık kreması yakın çekim,,,,,,,,,,,,,,,,,,,,,,,,,,
sutlu-findik-kremasi-450-g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/1_1d7d3ec2-793c-441a-945b-c73f7d212ed3.png?v=1764352366,4,Ezmeo markası sütlü fındık kreması 450g kavanoz ambalaj,,,,,,,,,,,,,,,,,,,,,,,,,,
sutlu-findik-kremasi-450-g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/2_4df7bd10-066f-4e2e-a3a6-d654f914447b.png?v=1764352366,5,Sütlü fındık kreması waffle üzerinde meyve garnitürlü sunum,,,,,,,,,,,,,,,,,,,,,,,,,,
kakaolu-findik-ezmesi-450-g,Kakaolu Fındık Ezmesi 450 G,"<h2>Kakaolu Fındık Ezmesi 450g - Yoğun Çikolata, Gerçek Fındık</h2>
<p><strong>Kakaolu fındık ezmesi</strong>, %100 Türk fındığı ve kaliteli kakao ile hazırlanan, yoğun çikolata aroması ve gerçek fındık tadıyla öne çıkan özel bir üründür. Yüksek oranda kavrulmuş fındık içeren ezmemiz, E vitamini, magnezyum, protein ve antioksidanlar açısından zengindir.</p>
<p>Doğal kakao ile zenginleştirilmiş formülü, enerji ve lezzeti bir arada sunar. Palm yağı, trans yağ ve yapay tatlandırıcı içermeyen sağlıklı yapısıyla ailenizin güvenle tüketebileceği bir üründür.</p>
<p>Fındığın kalp ve beyin sağlığına olan katkılarını, kakaonun antioksidan gücünü birleştirir. Kahvaltılarda, atıştırmalıklarda ve tatlı tariflerinde kullanabileceğiniz çok yönlü bir lezzettir. Kremsi ve kolay yayılabilir kıvamı sayesinde ekmek, kraker, waffle ve pancake'lerde mükemmel bir tat deneyimi sunar.</p>
<p>Çocukların ve yetişkinlerin favorisi olan kakaolu fındık ezmesi, doğal malzemelerle üretilir ve yapay katkı maddesi içermez. Ezmeo olarak, en kaliteli Türk fındığı ve doğal kakao ile hazırladığımız bu lezzeti hijyenik koşullarda cam kavanozda sofralarınıza ulaştırıyoruz.</p>
<h3>Kakaolu Fındık Ezmesinin Faydaları</h3>
<ul>
<li>Yüksek oranda Türk fındığı içerir, gerçek fındık lezzeti sunar</li>
<li>Doğal kakao ile zenginleştirilmiş, antioksidan deposudur</li>
<li>E vitamini ve magnezyum ile enerji metabolizmasını destekler</li>
<li>Palm yağı ve trans yağ içermez, sağlıklı yağ profili</li>
<li>Protein kaynağı, uzun süre tokluk hissi sağlar</li>
<li>Yapay tatlandırıcı ve koruyucu içermez</li>
<li>Kalp ve beyin sağlığını destekleyen besin değerleri içerir</li>
</ul>
<h3>Kullanım Önerileri</h3>
<p>Kakaolu fındık ezmesini kahvaltıda ekmek ve simit üzerine sürebilir, krep ve waffle ile servis edebilirsiniz.</p>
<p>Meyve dilimleriyle (muz, çilek, elma) tüketebilir, smoothie ve milkshake'lerinize ekleyebilirsiniz. Kek, brownie ve kurabiye tariflerinde dolgu veya sos olarak kullanabilirsiniz. Dondurma ve tatlı soslarında lezzet katmanı olarak değerlendirebilirsiniz.</p>
<h3>Ürün Özellikleri</h3>
<ul>
<li>450 gram net ağırlık</li>
<li>Yüksek oranda %100 Türk fındığı</li>
<li>Doğal kakao tozu ile zenginleştirilmiş</li>
<li>Palm yağı, trans yağ ve yapay katkı içermez</li>
<li>Kremsi ve pürüzsüz doku</li>
<li>Kolay yayılabilir kıvam</li>
<li>Cam kavanozda hijyenik ambalaj</li>
<li>Açıldıktan sonra serin yerde saklanmalıdır</li>
<li>Son kullanma tarihi ambalaj üzerindedir</li>
</ul>
<p>Çikolata ve fındık tutkunlarının tercihi <strong>Kakaolu Fındık Ezmesi 450g</strong>'ı hemen sipariş edin, yoğun lezzetin tadını çıkarın!</p>",Ezmeo,"Food, Beverages & Tobacco > Food Items > Nuts & Seeds","","",true,Title,Default Title,,,,,,,,EZMEO-1104,680.0,,deny,manual,371.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/kakaolu-findik-ezmesi.jpg?v=1764786587,1,Kakaolu fındık ezmesi cam kavanoz ürün görseli ön yüz,false,Kakaolu Fındık Ezmesi 450g - Palm Yağsız | Ezmeo,"450g kakaolu fındık ezmesi, yüksek oranda Türk fındığı ve doğal kakao. Palm yağı yok! Çikolata ve fındık lezzeti. Hemen sipariş ver!",,,,,,,,,,,,,,nuts,gluten-free; vegan; vegetarian; dairy-free; no-artificial-sweeteners; no-preservatives; no-artificial-flavors,,roasted,hazelnuts,,g,,,active
kakaolu-findik-ezmesi-450-g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/kakaolu-findik-ezmesi-akiskan.jpg?v=1764786611,2,Ekmek üzerine sürülmüş kakaolu fındık ezmesi kahvaltı sofrasında,,,,,,,,,,,,,,,,,,,,,,,,,,
kakaolu-findik-ezmesi-450-g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/kakaolu-findik-ezmesi-kapali-kutu.jpg?v=1764786630,3,Kaşıkla alınan kremsi kakaolu fındık ezmesi yakın çekim detay,,,,,,,,,,,,,,,,,,,,,,,,,,
kakaolu-findik-ezmesi-450-g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/kakaolu-findik-ezmesi-ikili-firsat.png?v=1764786651,4,Ezmeo markası kakaolu fındık ezmesi 450g cam kavanoz ambalaj,,,,,,,,,,,,,,,,,,,,,,,,,,
kakaolu-findik-ezmesi-450-g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/kakaolu-findik-ezmesi-uclu-firsat.png?v=1764786667,5,Kakaolu fındık ezmesi waffle üzerinde muz ve çilek garnitürlü,,,,,,,,,,,,,,,,,,,,,,,,,,
hurmali-fistik-ezmesi-450g,Hurmalı Fıstık Ezmesi 450G,"<h2>Hurmalı Fıstık Ezmesi 450g - Doğal Tatlandırıcı, Sağlıklı Enerji</h2>
<p><strong>Hurmalı fıstık ezmesi</strong>, %100 doğal fıstık ve tatlılığını hurmadan alan, şeker ilavesi içermeyen benzersiz bir üründür. Yüksek kaliteli kavrulmuş fıstık ve doğal hurma ile hazırlanan ezmemiz, protein, lif, potasyum, magnezyum, demir ve B vitaminleri açısından son derece zengindir.</p>
<p>Hurmanın doğal tatlandırıcı özelliği sayesinde ek şeker kullanmadan lezzetli bir tat sunar. Sporcular, fitness tutkunları, diyabet hastaları ve sağlıklı beslenmeye önem verenler için ideal bir üründür.</p>
<p>Fıstığın kalp sağlığını destekleyen sağlıklı yağları ile hurmanın doğal enerjisi bir araya gelir. Lif içeriği sayesinde sindirim sistemini düzenler ve uzun süre tokluk hissi sağlar. Antioksidan özellikleri ile bağışıklık sistemini güçlendirir ve hücresel yaşlanmayı yavaşlatır.</p>
<p>Vegan ve glutensiz olan bu ezme, kahvaltılardan atıştırmalıklara, spor öncesi enerjiden tatlı tariflerine kadar geniş kullanım alanına sahiptir. Ezmeo olarak, en kaliteli fıstık ve doğal hurma ile hazırladığımız bu özel lezzeti hijyenik koşullarda, cam kavanozda sofralarınıza sunuyoruz.</p>
<h3>Hurmalı Fıstık Ezmesinin Faydaları</h3>
<ul>
<li>Şeker ilavesi yok, doğal hurma ile tatlandırılmıştır</li>
<li>Yüksek protein kaynağı, kas gelişimini destekler</li>
<li>Doğal enerji deposu, antrenman öncesi ve sonrası ideal</li>
<li>Potasyum ve magnezyum ile kalp sağlığını korur</li>
<li>Lif içeriği ile sindirim sistemini düzenler</li>
<li>Demir içeriği ile kan yapımını destekler</li>
<li>Antioksidanlar ile bağışıklık sistemini güçlendirir</li>
<li>Vegan, glutensiz ve katkısız doğal formül</li>
</ul>
<h3>Kullanım Önerileri</h3>
<p>Hurmalı fıstık ezmesini kahvaltıda tam buğday ekmeği üzerine sürebilir, yulaf ezmesi ve chia pudinginize ekleyebilirsiniz.</p>
<p>Smoothie bowl ve protein shake'lerinizde kullanabilir, muz veya elma dilimleriyle tüketebilirsiniz. Enerji topları (energy balls) yapımında bağlayıcı olarak kullanabilir, spor öncesi bir kaşık tüketebilirsiniz. Kek ve kurabiye tariflerinizde şeker yerine tatlandırıcı olarak değerlendirebilirsiniz.</p>
<h3>Ürün Özellikleri</h3>
<ul>
<li>450 gram net ağırlık</li>
<li>%100 doğal fıstık ve hurma</li>
<li>Şeker, tuz ve katkı maddesi içermez</li>
<li>Palm yağı ve trans yağ içermez</li>
<li>Vegan ve glutensiz</li>
<li>Doğal tatlandırıcı ile hazırlanmıştır</li>
<li>Kremsi ve yoğun kıvam</li>
<li>Cam kavanozda hijyenik ambalaj</li>
<li>Serin ve kuru yerde saklanmalıdır</li>
</ul>
<p>Sağlıklı yaşamın lezzetli tercihi <strong>Hurmalı Fıstık Ezmesi 450g</strong>'ı hemen sipariş edin, doğal tatlandırıcının gücünü keşfedin!</p>",Ezmeo,"Food, Beverages & Tobacco > Food Items > Nuts & Seeds","","",true,Title,Default Title,,,,,,,,EZMEO-1106,680.0,,deny,manual,341.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/Hurmal_f_st_k_ezmesi_mermer_tezgaha_d_k_l_yor.jpg?v=1764281898,1,Hurmalı fıstık ezmesi mermer tezgaha dökülüyor,false,Hurmalı Fıstık Ezmesi 450g - Şekersiz Doğal | Ezmeo,"450g hurmalı fıstık ezmesi, şeker ilavesiz doğal hurma ile. Protein ve enerji deposu. Vegan, glutensiz, katkısız! Hemen sipariş ver!",,,,,,,,,,,,,,peanuts,gluten-free; vegan; vegetarian; dairy-free; no-preservatives; no-artificial-colors; no-artificial-flavors; no-artificial-sweeteners; non-gmo,,raw,peanuts,,g,,,active
hurmali-fistik-ezmesi-450g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/Hurmal_f_st_k_ezmesi_ekmekle_birlikte_sergileniyor..jpg?v=1764282202,2,Hurmalı fıstık ezmesi ekmekle birlikte sergileniyor.,,,,,,,,,,,,,,,,,,,,,,,,,,
hurmali-fistik-ezmesi-450g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/Hurmal_f_st_k_ezmesi_450g_kutusunda_kapal_paket_olarak_sergileniyor..jpg?v=1764282371,3,Hurmalı fıstık ezmesi 450g kutusunda kapalı paket olarak sergileniyor.,,,,,,,,,,,,,,,,,,,,,,,,,,
hurmali-fistik-ezmesi-450g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/1_f8eea97f-0907-4316-b8a2-b9350227f3c1.png?v=1764282601,4,Hurmalı fıstık ezmesi cam kavanoz ürün görseli ön yüz,,,,,,,,,,,,,,,,,,,,,,,,,,
hurmali-fistik-ezmesi-450g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/2_e3e4fe6b-daf7-493f-a338-6e3494de5c52.png?v=1764282601,5,Tam buğday ekmeği üzerine sürülmüş hurmalı fıstık ezmesi,,,,,,,,,,,,,,,,,,,,,,,,,,
balli-fistik-ezmesi-450g,Ballı Fıstık Ezmesi 450G,"<h2>Ballı Fıstık Ezmesi 450g - Doğal Bal, Saf Fıstık Lezzeti</h2>
<p><strong>Ballı fıstık ezmesi</strong>, %100 doğal fıstık ve saf çiçek balının eşsiz birleşimiyle hazırlanan, geleneksel lezzetin modern yorumudur. Yüksek kaliteli kavrulmuş fıstık ve doğal bal ile üretilen ezmemiz, protein, sağlıklı yağlar, antioksidanlar, vitaminler ve mineraller açısından son derece zengindir.</p>
<p>Balın doğal enzimler, aminoasitler ve antibakteriyel özellikleri ile fıstığın kalp dostu yağları bir araya gelir. Enerji deposu olan bu ezme, sporcular, çocuklar ve aktif yaşam sürenler için ideal bir besin kaynağıdır. Bağışıklık sistemini güçlendiren bal ile kas gelişimini destekleyen fıstık proteini, sağlıklı bir kombinasyon oluşturur.</p>
<p>Lif içeriği sayesinde sindirim sistemini düzenler ve uzun süre tokluk hissi sağlar. Katkı maddesi, koruyucu ve palm yağı içermeyen doğal formülüyle ailenizin güvenle tüketebileceği bir üründür.</p>
<p>Kremsi dokusu ve aromatik tadıyla kahvaltılardan atıştırmalıklara, geleneksel tariflerden modern kullanımlara kadar geniş bir yelpazede değerlendirilebilir. Ezmeo olarak, en kaliteli fıstık ve saf doğal bal ile hazırladığımız bu lezzeti hijyenik koşullarda, cam kavanozda sofralarınıza ulaştırıyoruz.</p>
<h3>Ballı Fıstık Ezmesinin Faydaları</h3>
<ul>
<li>Doğal bal ve fıstık ile zenginleştirilmiş enerji kaynağı</li>
<li>Yüksek protein içeriği, kas gelişimini destekler</li>
<li>Balın doğal antioksidanları ile bağışıklık sistemini güçlendirir</li>
<li>Kalp sağlığını destekleyen sağlıklı yağlar içerir</li>
<li>Doğal enzimler ile sindirim sistemini düzenler</li>
<li>Uzun süreli enerji ve tokluk hissi sağlar</li>
<li>Vitamin ve mineral deposudur</li>
<li>Palm yağı, trans yağ ve yapay katkı içermez</li>
</ul>
<h3>Kullanım Önerileri</h3>
<p>Ballı fıstık ezmesini kahvaltıda ekmek, simit veya pankek üzerine sürebilir, tereyağı yerine kullanabilirsiniz. Yoğurt ve meyve ile karıştırarak sağlıklı atıştırmalık hazırlayabilir, yulaf ezmesi ve granola'ya ekleyebilirsiniz.</p>
<p>Spor öncesi enerji için bir kaşık tüketebilir, smoothie ve protein shake'lerinize ekleyebilirsiniz. Geleneksel kahvaltılarda peynir-reçel ile kombinleyebilir, çay yanında lezzet katmanı olarak sunabilirsiniz.</p>
<h3>Ürün Özellikleri</h3>
<ul>
<li>450 gram net ağırlık</li>
<li>%100 doğal fıstık ve saf çiçek balı</li>
<li>Katkı maddesi ve koruyucu içermez</li>
<li>Palm yağı ve trans yağ içermez</li>
<li>Glutensiz formül</li>
<li>Kremsi ve akıcı kıvam</li>
<li>Cam kavanozda hijyenik ambalaj</li>
<li>Oda sıcaklığında veya serin yerde saklanabilir</li>
<li>Son kullanma tarihi ambalaj üzerinde belirtilmiştir</li>
</ul>
<p>Geleneksel lezzetin doğal hali <strong>Ballı Fıstık Ezmesi 450g</strong>'ı hemen sipariş edin, bal ve fıstığın kusursuz uyumunu tadın!</p>",Ezmeo,"Food, Beverages & Tobacco > Food Items > Nuts & Seeds","","",true,Title,Default Title,,,,,,,,EZMEO-1107,680.0,,deny,manual,341.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/1.png?v=1764281274,1,Ballı fıstık ezmesi cam kavanoz ürün görseli ön yüz,false,Ballı Fıstık Ezmesi 450g - Doğal Bal ve Fıstık | Ezmeo,"450g ballı fıstık ezmesi, saf çiçek balı ve doğal fıstık. Enerji deposu, bağışıklık güçlendirici. Katkısız doğal lezzet! Hemen al!",,,,,,,,,,,,,,peanuts,gluten-free; vegan; vegetarian; dairy-free; no-preservatives; no-artificial-colors; no-artificial-flavors; no-artificial-sweeteners; non-gmo,,raw,peanuts,,g,,,active
balli-fistik-ezmesi-450g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/2.png?v=1764281274,2,Ekmek üzerine sürülmüş ballı fıstık ezmesi kahvaltı sofrasında,,,,,,,,,,,,,,,,,,,,,,,,,,
balli-fistik-ezmesi-450g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/3.png?v=1764281274,3,Kaşıkla alınan kremsi ballı fıstık ezmesi bal damlası detay,,,,,,,,,,,,,,,,,,,,,,,,,,
balli-fistik-ezmesi-450g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/4.png?v=1764281274,4,Ezmeo markası ballı fıstık ezmesi 450g cam kavanoz ambalaj,,,,,,,,,,,,,,,,,,,,,,,,,,
balli-fistik-ezmesi-450g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/5.png?v=1764281274,5,Ballı fıstık ezmesi pankek üzerinde taze meyve garnitürlü sunum,,,,,,,,,,,,,,,,,,,,,,,,,,
klasik-fistik-ezmesi-450g,Klasik Fıstık Ezmesi 450G,"<h2>Klasik Fıstık Ezmesi 450g - Saf Fıstık, Sade Lezzet</h2>
<p><strong>Klasik fıstık ezmesi</strong>, %100 doğal kavrulmuş fıstıktan üretilen, hiçbir katkı maddesi içermeyen en saf haliyle fıstık lezzetidir. Yalnızca kavrulmuş fıstıktan oluşan ezmemiz, protein, sağlıklı yağlar, E vitamini, B vitaminleri, magnezyum, fosfor ve çinko açısından son derece zengindir.</p>
<p>Şeker, tuz, palm yağı veya herhangi bir ilave içermeden üretilen bu ezme, fıstığın gerçek tadını ve besin değerini en üst seviyede sunar. Sporcular, sağlıklı beslenme tutkunları, vegan ve vejetaryenler için ideal bir protein kaynağıdır.</p>
<p>Kalp sağlığını destekleyen tekli doymamış yağ asitleri içerir ve kolesterol seviyesini dengelemeye yardımcı olur. Yüksek protein içeriği sayesinde kas gelişimini destekler ve uzun süre tokluk hissi sağlar. Lif içeriği ile sindirim sistemini düzenler ve kan şekeri dengesini korumaya yardımcı olur.</p>
<p>Antioksidan özellikleri ile bağışıklık sistemini güçlendirir ve hücresel yaşlanmayı yavaşlatır. Klasik fıstık ezmesi, kahvaltıdan spor beslenme programlarına, tatlı tariflerinden smoothie'lere kadar geniş kullanım alanına sahiptir. Ezmeo olarak, en kaliteli fıstıkları ustalıkla işleyerek hijyenik koşullarda, cam kavanozda sofralarınıza ulaştırıyoruz.</p>
<h3>Klasik Fıstık Ezmesinin Faydaları</h3>
<ul>
<li>%100 saf fıstık, hiçbir katkı maddesi yok</li>
<li>Yüksek protein kaynağı, kas gelişimini ve onarımını destekler</li>
<li>Kalp sağlığını koruyan sağlıklı yağlar içerir</li>
<li>E vitamini ile cilt sağlığını ve bağışıklık sistemini güçlendirir</li>
<li>Magnezyum ve B vitaminleri ile enerji metabolizmasını destekler</li>
<li>Uzun süreli tokluk hissi ve enerji sağlar</li>
<li>Şeker, tuz ve palm yağı içermez</li>
<li>Vegan, glutensiz ve keto diyetine uygun</li>
</ul>
<h3>Kullanım Önerileri</h3>
<p>Klasik fıstık ezmesini kahvaltıda tam tahıllı ekmek üzerine sürebilir, meyve dilimleriyle (elma, muz, çilek) tüketebilirsiniz. Yulaf ezmesi, smoothie ve protein shake'lerinize ekleyebilir, enerji topları (energy balls) yapımında kullanabilirsiniz.</p>
<p>Spor öncesi veya sonrası protein kaynağı olarak tüketebilir, salata soslarında kremalı doku için değerlendirebilirsiniz. Tatlı ve kurabiye tariflerinizde, Asya mutfağı soslarında da kullanabilirsiniz.</p>
<h3>Ürün Özellikleri</h3>
<ul>
<li>450 gram net ağırlık</li>
<li>%100 doğal kavrulmuş fıstık</li>
<li>Tek içerik: Fıstık</li>
<li>Şeker, tuz, katkı maddesi içermez</li>
<li>Palm yağı ve trans yağ içermez</li>
<li>Vegan, glutensiz ve keto uyumlu</li>
<li>Kremsi ve yoğun doku</li>
<li>Cam kavanozda hijyenik ambalaj</li>
<li>Serin yerde saklanmalı, açıldıktan sonra buzdolabında muhafaza edilebilir</li>
</ul>
<p>Saf fıstık lezzetinin en doğal hali <strong>Klasik Fıstık Ezmesi 450g</strong>'ı hemen sipariş edin, katkısız beslenmenin tadını çıkarın!</p>",Ezmeo,"Food, Beverages & Tobacco > Food Items > Dips & Spreads > Nut Butters","","",true,Title,Default Title,,,,,,,,EZMEO-1111,680.0,,deny,manual,331.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/KLASIK_FISTIK_EZMESI_1.jpg?v=1764292472,1,	Klasik fıstık ezmesi cam kavanoz ürün görseli ön yüz,false,Klasik Fıstık Ezmesi 450g - %100 Saf Fıstık | Ezmeo,"450g klasik fıstık ezmesi, sadece fıstık! Şeker, tuz, katkı yok. Yüksek protein, sağlıklı yağlar. Vegan, keto uyumlu. Hemen sipariş ver!",3965,,,,,,,,,,,,,peanuts,gluten-free; keto; vegan; vegetarian; no-preservatives; no-artificial-colors; no-artificial-flavors; no-artificial-sweeteners; non-gmo,peanut,,,,g,,,active
klasik-fistik-ezmesi-450g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/KLASIKFISTIKEZMESIGORSEL2.jpg?v=1764292472,2,Tam tahıllı ekmek üzerine sürülmüş klasik fıstık ezmesi,,,,,,,,,,,,,,,,,,,,,,,,,,
klasik-fistik-ezmesi-450g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/KLASIKFISTIKEZMESI450G.jpg?v=1764292472,3,Kaşıkla alınan kremsi klasik fıstık ezmesi yakın çekim detay,,,,,,,,,,,,,,,,,,,,,,,,,,
klasik-fistik-ezmesi-450g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/1_a149e3fd-07e4-4b43-b8a9-b61b6894f892.png?v=1764292472,4,Kaşıkla alınan kremsi klasik fıstık ezmesi yakın çekim detay,,,,,,,,,,,,,,,,,,,,,,,,,,
klasik-fistik-ezmesi-450g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0987/2297/1942/files/2_5b37b5eb-77eb-4718-ab00-9a019e8760e3.png?v=1764292472,5,Klasik fıstık ezmesi muz ve elma dilimleri ile sağlıklı atıştırmalık,,,,,,,,,,,,,,,,,,,,,,,,,,
